[Choosing CUDA device...]
NVIDIA A40
[Creating frb kernel...]
[Done creating frb kernel]
CHORD FRB beamformer
Compiling kernel...
Allocating input data...
Setting up input data...
dish = 249
freq = 137
polr = 0
time = 1068
Wvalue = 0.36607796f0 - 0.7806393f0im
Evalue = 2 + 7im
dstime = 26
Copying data from CPU to GPU...
Running kernel...
Copying data back from GPU to CPU...
Checking results...
    I:
        beamp=19 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=13 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=21 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=13 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=26 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=27 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=13 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=32 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=13 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=39 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=41 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=42 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=13 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=45 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=13 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=14 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=14 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=11 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=14 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=14 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=16 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=14 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=18 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=14 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=20 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=14 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=14 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=14 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=35 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=14 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=14 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=40 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=14 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=42 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=14 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=44 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=14 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=14 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=14 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=4 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=5 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=9 beamq=15 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=11 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=12 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=13 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=16 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=18 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=20 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=22 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=28 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=29 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=33 beamq=15 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=35 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=36 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=37 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=40 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=42 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=44 beamq=15 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=46 beamq=15 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=15 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=2 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=3 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=16 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=8 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=16 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=15 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=17 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=18 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=19 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=16 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=21 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=16 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=26 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=27 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=16 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=32 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=16 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=39 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=41 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=42 beamq=16 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=16 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=45 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=16 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=16 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=1 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=2 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=3 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=4 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=6 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=7 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=8 beamq=17 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=9 beamq=17 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=10 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=17 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=12 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=14 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=15 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=17 beamq=17 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=18 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=19 beamq=17 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=20 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=21 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=22 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=23 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=25 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=26 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=27 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=28 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=30 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=31 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=32 beamq=17 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=33 beamq=17 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=34 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=17 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=36 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=38 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=39 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=41 beamq=17 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=42 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=17 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=44 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=45 beamq=17 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=46 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=47 beamq=17 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=3 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=4 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=18 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=18 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=8 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=12 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=15 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=18 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=19 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=21 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=18 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=27 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=28 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=18 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=18 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=32 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=36 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=39 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=42 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=18 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=45 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=18 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=18 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=2 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=3 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=19 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=8 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=19 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=15 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=17 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=18 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=19 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=19 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=21 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=19 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=26 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=27 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=29 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=19 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=32 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=19 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=39 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=41 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=42 beamq=19 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=43 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=19 freq=137 dstime=26 I=0.12359619 I₀=39.40625
        beamp=45 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=19 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=19 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=4 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=7 beamq=20 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=10 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=11 beamq=20 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=12 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=15 beamq=20 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=16 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=20 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=18 beamq=20 freq=137 dstime=26 I=0.123291016 I₀=39.40625
