[Choosing CUDA device...]
NVIDIA A40
[Creating frb kernel...]
[Done creating frb kernel]
CHORD FRB beamformer
Compiling kernel...
Allocating input data...
Setting up input data...
dish = 249
freq = 137
polr = 0
time = 1068
Wvalue = 0.36607796f0 - 0.7806393f0im
Evalue = 2 + 7im
dstime = 26
Copying data from CPU to GPU...
Running kernel...
Copying data back from GPU to CPU...
Checking results...
    I:
        beamp=19 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=20 beamq=6 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=22 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=6 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=6 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=28 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=29 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=6 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=6 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=33 beamq=6 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=6 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=35 beamq=6 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=36 beamq=6 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=37 beamq=6 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=40 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=6 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=42 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=44 beamq=6 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=46 beamq=6 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=6 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=1 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=3 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=4 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=5 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=6 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=7 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=9 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=10 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=11 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=12 beamq=7 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=13 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=14 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=15 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=16 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=18 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=19 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=20 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=21 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=22 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=23 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=24 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=25 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=27 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=28 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=29 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=30 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=31 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=33 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=34 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=35 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=36 beamq=7 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=37 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=38 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=39 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=40 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=42 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=43 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=44 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=45 beamq=7 freq=137 dstime=26 I=0.123046875 I₀=39.40625
        beamp=46 beamq=7 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=47 beamq=7 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=0 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=8 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=8 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=11 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=8 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=8 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=16 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=8 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=18 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=8 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=20 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=8 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=8 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=8 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=35 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=8 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=8 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=40 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=8 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=42 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=8 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=44 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=8 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=8 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=8 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=2 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=3 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=4 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=8 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=9 beamq=9 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=10 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=13 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=16 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=18 beamq=9 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=19 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=21 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=26 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=27 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=28 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=32 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=33 beamq=9 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=34 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=37 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=40 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=42 beamq=9 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=43 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=9 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=45 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=9 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=9 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=8 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=10 beamq=10 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=10 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=17 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=18 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=20 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=24 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=30 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=32 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=34 beamq=10 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=35 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=10 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=38 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=40 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=41 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=42 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=44 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=10 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=10 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=0 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=2 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=5 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=11 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=11 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=11 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=11 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=11 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=16 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=11 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=18 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=11 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=20 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=22 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=11 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=25 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=26 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=28 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=29 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=11 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=33 beamq=11 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=35 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=36 beamq=11 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=37 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=11 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=40 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=11 freq=137 dstime=26 I=0.123535156 I₀=39.40625
        beamp=42 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=11 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=44 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=11 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=46 beamq=11 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=11 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=1 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=2 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=3 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=4 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=5 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=6 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=8 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=9 beamq=12 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=11 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=12 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=13 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=14 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=15 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=16 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=17 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=18 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=19 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=20 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=21 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=22 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=23 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=24 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=25 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=26 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=27 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=28 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=29 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=30 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=31 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=32 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=33 beamq=12 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=34 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=35 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=36 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=37 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=38 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=39 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=40 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=41 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=42 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=43 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=44 beamq=12 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=45 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=46 beamq=12 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=47 beamq=12 freq=137 dstime=26 I=0.12310791 I₀=39.40625
        beamp=0 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=1 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=2 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=3 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=4 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=5 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=6 beamq=13 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=7 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=8 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=9 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=10 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=11 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=12 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=13 beamq=13 freq=137 dstime=26 I=0.12322998 I₀=39.40625
        beamp=14 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=15 beamq=13 freq=137 dstime=26 I=0.123291016 I₀=39.40625
        beamp=16 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=17 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
        beamp=18 beamq=13 freq=137 dstime=26 I=0.123413086 I₀=39.40625
